FROM_TIPLOC,TO_TIPLOC,DISTANCE,ELECTRIC,PASSENGER_USE,LINE_CODE
BLKBELS,BLKBBFG,50,N,N,OO
BLKB,BLKBDJN,945,N,Y,UEL
BLKBNBJ,BLKBKST,250,?,N,D
BLKB,BLKBNBJ,624,N,Y,DEL
BLKBKST,BLKBNBJ,250,?,N,A
DARWEN,BLKBNBJ,6055,N,Y,ML
BLKBNBJ,BLKBNTS,624,N,N,DTS
DUNKELD,BLLINUG,10380,N,Y,ML
DNBGHNJ,BLTC76,3483,O,Y,FL
FSTR,BLTCCAM,250,O,Y,_DV
BLTCTMD,BLTCCE,270,O,N,OO
BLTCHLY,BLTCCS,402,N,N,CS2
BLTCHLY,BLTCDGL,844,?,N,RL
DNBGHSJ,BLTCDGL,1161,O,N,
BLTCWER,BLTCDRJ,1185,O,Y,DS
BLTCHFS,BLTCFHH,353,?,N,OO
FSTR,BLTCHFS,2011,?,N,OO
BLTC76,BLTCHLY,50,O,Y,FL
BLTCCAM,BLTCHLY,1761,O,Y,_DV
BLTCCS,BLTCHLY,402,O,N,CS1
BLTCHFS,BLTCHLY,485,?,N,OO
BLTCHSJ,BLTCHLY,321,?,?,RL
BLTCHSJ,BLTCHLY,321,O,Y,USL
BLTCTMD,BLTCHLY,402,?,N,OO
BLTCHTS,BLTCHSJ,402,?,N,OO
BLTCWER,BLTCHSJ,263,O,Y,USL
BLTCFHH,BLTCHTS,50,?,N,OO
BLTCCS,BLTCSN,1553,?,N,GL
FSTR,BLTCSOF,50,?,N,DGL
BLTCCS,BLTCUGL,352,?,N,OO
BLTCHLY,BLTCUGL,844,?,N,RL2
BLTCCE,BLTCYD,470,?,N,WL
BLTCCE,BLTCYD,470,N,N,EL
SPAROAD,BLUANCR,820,3,Y,2
PPAN,BLWLOC,1609,O,Y,DML
BMBRRS,BMBRBDG,81,N,N,OO
LSTHJN,BMBRRS,1267,N,N,OO
BNBR09,BNBR,400,N,?,DR
BNBRDR,BNBR,528,?,N,DR
BNBRNJ,BNBR,570,N,Y,DCV
BNBRYSB,BNBR,281,N,Y,UCV
BNBRNJ,BNBR09,170,N,?,DR
BNBR,BNBR734,500,N,N,UBL
BNBRRJN,BNBR743,165,N,Y,DGL
BNBR743,BNBRDGL,353,N,Y,DGL
BNBR,BNBRDJ,931,N,Y,DCV
BNBRDJ,BNBRDPT,10,?,N,
BNBRDJ,BNBRDR,403,?,N,DR
BNBR,BNBRNJ,570,N,N,UG
BNBR734,BNBRNJ,70,N,N,UBL
BNBRDGL,BNBRNJ,629,N,Y,DGL
BNBRRJN,BNBRNJ,1147,N,Y,DCV
BNBRYNB,BNBRNJ,369,N,Y,UCV
BNBRRN,BNBRRJN,50,?,N,
BNBRRS,BNBRRJN,805,?,N,GLN
BNBRYRA,BNBRRN,469,?,N,
BNBRYRA,BNBRRS,50,?,N,W
BNBRYRA,BNBRRS,50,?,N,E
BNBR,BNBRYNB,201,N,Y,UCV
BNBRDJ,BNBRYSB,650,N,Y,UCV
BNDO063,BNDON,269,N,Y,OO
BNDODSU,BNDON,321,N,N,OO
BNDONGL,BNDON,804,N,N,DGL
BNDODSD,BNDONGL,322,N,N,OO
BOWESPK,BNDSGRN,804,?,N,
SPRNGBN,BNHL,986,O,Y,UML
MOSENY,BNHOUSE,8,?,N,DA
DORIDGE,BNHTX,965,?,?,UDG
SANDH,BNKHALL,1066,3,Y,USP
GRNBJN,BNKJN,749,?,N,OO
BNSL305,BNSLY,161,N,Y,UM
BNTBDS,BNTBCRR,50,?,N,
BNTBFHH,BNTBDS,1860,?,N,[1]
BNTBY,BNTBFHH,450,?,N,DGL
BNTBY,BNTBRSF,70,?,N,[1]
WRAWBYJ,BNTBS43,85,N,Y,DGL
BNTBFHH,BNTBY,450,?,?,DGL
BNTBS43,BNTBY,800,N,Y,DGL
BNTBUS,BNTBY,502,?,?,[1]
FARN383,BNTEY,5753,3,Y,OO
HLBN402,BNTEY,4296,3,Y,OO
GLOS339,BNWDJN,100,?,N,
GLOSTNY,BNWDJN,646,?,N,[1]
GLOSTYJ,BNWDJN,1351,N,Y,DA
BOATOFG,BOATGBF,50,?,?,W
BOATGBF,BOATOFG,50,?,?,E
BODMNPW,BODMINS,202,?,N,OO
BOGNCHS,BOGNORR,1191,?,N,OO
BOGNMR,BOGNORR,50,?,N,SDG
BOGNS55,BOGNORR,83,3,Y,UM
BOGN13,BOGNS55,400,3,Y,UM
BOGNCHS,BOGNSID,50,?,N,OO
DYCE,BOKNTRE,4755,N,Y,OO
BOMO011,BOMO,804,3,Y,OO
BOMOMS,BOMO,1005,3,N,1
BOMOMS,BOMO,1005,3,N,2
BOMO,BOMO21,804,3,Y,OO
PADTLL,BONDST,2387,O,Y,XRW
TOTCTRD,BONDST,1064,O,Y,XRE
BORN412,BONENDJ,50,O,Y,FL
BORN414,BONENDJ,50,O,Y,SL
BORN419,BONENDJ,50,O,Y,FL
BORN421,BONENDJ,50,O,Y,SL
BONSS,BONSDPL,10,?,N,EG
BONSXSG,BONSGBF,65,?,N,
BONSRPS,BONSSGF,805,?,N,OO
BONSRPS,BONSXSG,50,?,N,OO
BOORCCE,BOORCHY,10,?,N,OO
TUEBRKS,BOOTLBJ,302,N,N,SDG
BNKHALL,BOOTLEJ,664,3,Y,USP
BOOTDUG,BOOTLEJ,543,N,N,DUG
BOOTLOR,BOOTLEJ,442,3,Y,DSP
SFRTHAL,BOOTLNS,1609,3,Y,DSP
CANONST,BORMRKJ,765,3,Y,UML
CANONST,BORMRKJ,765,3,Y,CSR
LNDNBDE,BORMRKJ,382,3,Y,DML
DOVYJN,BORTH,13357,N,Y,U&D
PANYPER,BORTH,5572,N,Y,U&D
BORW303,BORWGAW,302,3,Y,UML
BOSTSLS,BOSTON,1610,?,N,OO
BOSTOND,BOSTSLS,0,?,N,OO
BOTLYFY,BOTLEY,121,?,N,OO
FARE821,BOTLEY,8200,3,Y,DP
BOULBYR,BOULFHH,150,N,N,[1]
BOULBYR,BOULFHH,150,N,N,[2]
PYEWIPJ,BOUTHMJ,1308,?,Y,OO
BOWDOLE,BOWD,5,?,N,OO
BOWDOLY,BOWD,6,?,N,OO
BOWDGBR,BOWDECC,23,?,N,OO
BOWDMWR,BOWDECC,4,?,N,OO
BOWDGBR,BOWDFHH,40,?,N,OO
BOWJ,BOWDMWR,2,?,N,OO
BOWDMWR,BOWDOLE,4,?,N,OO
ALEXNDP,BOWESPK,1186,O,Y,UH
BOWERRL,BOWESPK,402,?,?,[1]
BOWJ506,BOWJ,0,O,Y,UBL
CARPSJN,BOWJ,1791,O,Y,DML
GASFCTJ,BOWJ,997,O,Y,OO
PUDGMLL,BOWJ,543,O,Y,DEL
STFD249,BOWJ,1348,O,Y,DBL
BOWJ,BOWJ506,0,O,Y,UBL
BRACKNL,BRACETC,60,?,?,_OO
MLLNJN,BRADIN,482,N,Y,UMV
BRAINTR,BRAINFP,1206,O,Y,OO
CRESING,BRAINFP,2011,O,Y,OO
KKSNJN,BRBDGBR,603,?,N,ML
BRBDGBR,BRBDNRG,0,?,?,[2]
BRBDGBR,BRBDNRG,0,?,N,OO
BRBGLP,BRBG,50,N,N,UDG
CBOMJN,BRBG,3258,N,Y,UDS
BRBGLP,BRBGES,50,N,N,[1]
CBOMJAB,BRBGLP,50,N,N,UDG
BRDGWUY,BRDGWTR,161,?,N,OO
BRDHSTD,BRDHRST,0,?,N,DGL
BRDHSTU,BRDHRST,0,?,N,_UGL
MOTH372,BRDHRST,945,O,Y,DML
MOTH374,BRDHSTD,0,?,N,DGL
BRDHRST,BRDHSTU,0,?,N,_UGL
MOTHFDL,BRDHSTU,10,?,N,OO
MOTHUCE,BRDHSTU,10,?,N,OO
SMALBRK,BRDING,3962,?,Y,OO
BEMPTON,BRDLNGT,5853,N,Y,OO
BHAMMRS,BRDS,1268,N,Y,DSH
BRDS732,BRDS,335,N,N,UDG
BRDSMAT,BRDS732,932,N,N,UDG
SMLHTH,BRDS732,1255,N,N,UDG
SMLHGBR,BRDSMAT,108,N,N,UDG
BRDW564,BRDWJN,89,O,Y,DM
LNGPTDS,BRDWJN,1348,N,N,DS
DRBYSMN,BREADSL,3218,N,N,US
BREDRTS,BREDFHH,724,N,N,GL
BREDGBF,BREDTCN,50,N,N,OO
BREDRTS,BREDTCN,50,N,N,DUG
CRKL466,BRENTCJ,600,O,Y,DHL
BRIRLYF,BRERGBF,0,?,N,
THRPSBJ,BREWRYS,845,N,Y,DPL
BRGEND,BRGE462,523,N,Y,OO
WLDMILL,BRGE462,717,N,Y,OO
BRGEND,BRGE65,0,N,Y,UML
BRGEFGF,BRGEDFS,804,?,N,OO
BRGEFRS,BRGEFGF,29,?,N,OO
BRGE65,BRGEND,0,N,Y,UML
LOVR246,BRGH277,600,?,N,WR
BRGH277,BRGHEDS,121,?,N,
BRGHTN,BRGHRC,985,3,Y,DML
BRGHTTY,BRGHRC,1147,?,N,OO
BRGH277,BRGHTN,382,?,N,WR
BRGH280,BRGHTN,804,3,Y,DB
BRGHWS,BRGHTN,50,?,N,
LOVRSWS,BRGHTN,603,?,N,CR
TINSLSJ,BRGLJN,1327,N,Y,OO
WDBRNJN,BRGLJN,2334,N,Y,OO
BRHLLIP,BRHLCR,50,?,N,
BRHLJN,BRHLDGF,235,N,N,BHG
BRHLFLH,BRHLFHH,1,N,Y,OO
BRHLFLH,BRHLFHH,1,N,Y,[2]
BRHLGBR,BRHLFLH,370,N,N,
BRHLJN,BRHLFLH,1005,?,?,[1]
BRHLSJN,BRHLFLH,1100,N,N,Branch
BRHLRS4,BRHLGBR,260,N,N,[1]
BRHLCR,BRHLJN,50,?,N,
BRHLRS,BRHLJN,804,N,N,[1]
BRHLRS4,BRHLJN,375,N,N,[1]
BRHLSGF,BRHLJN,500,N,Y,_SGL
HLLNJN,BRHLJN,1810,N,N,SGL
BRHLFLH,BRHLRS,201,N,N,OO
BRHLSJN,BRHLSGF,505,N,Y,Branch
BRHLDGF,BRHLSJN,770,N,N,BHG
BRHLRS,BRHLSJN,704,?,?,SDG
BRHM115,BRHM,342,3,Y,UM
BRHM122,BRHM,643,3,Y,DML
FORD,BRHM115,3962,3,Y,UM
BRHM,BRHMUS,708,?,?,[1]
BRIDGYD,BRIDGBR,0,?,N,OO
BRIDGBR,BRIDGYD,0,?,N,[1]
BRIDYCW,BRIDGYD,110,?,N,OO
HNDLFHH,BRIGICI,700,N,N,OO
BRIGICI,BRIGSSC,300,N,N,OO
NNTN427,BRINKLW,10200,O,Y,FL
BRERGBF,BRIRLYH,80,?,N,OO
KSWNJN,BRIRLYH,804,?,N,OO
BGEDSLJ,BRITHDR,945,N,Y,Rhymne
BGLNBC,BRITONF,50,?,N,OO
CTSARTJ,BRITONF,886,?,N,Y2
CTSARTJ,BRITONF,886,?,N,Y3
CTSARTJ,BRITONF,886,?,N,Y1
SHRPNSD,BRKELEY,2836,N,N,OO
BRKNHDN,BRKN564,100,3,Y,DWK
BDSTON,BRKN577,199,3,Y,DWK
BRKN717,BRKNCDS,403,3,Y,DC
BRKNHDC,BRKNCDS,80,3,Y,UC
BRKN570,BRKNHDN,402,3,Y,UWK
BRKNHDN,BRKNMUD,402,?,N,ADL
BRKELEY,BRKRJUN,3299,N,N,OO
BRLYJN,BRLYWJN,1883,N,Y,OO
CHMSFHH,BRMHSJN,11668,?,N,OO
MFAM,BRMOUTH,2495,N,Y,U&D
BRMPTNC,BRMPTNF,1790,N,Y,UMV
BRMSGRV,BRMSUGL,100,N,?,UGL
DRMFCHR,BRNCHTN,2414,O,Y,OO
BRNDLHS,BRNDANJ,502,?,N,[2]
BRNDLHS,BRNDANJ,502,?,N,GL
SLFDCT,BRNDASJ,1830,O,Y,UB
BRNDLHS,BRNDFHH,442,?,N,[1]
BRNDLHS,BRNDFHH,442,?,N,[2]
BRNDRTS,BRNDFHH,50,?,N,OO
BRNDANJ,BRNDLHS,502,?,N,[1]
BRNDASJ,BRNDLHS,362,?,N,GL
BRNHPSJ,BRNH532,1750,3,Y,DB
BRNHRST,BRNHPSJ,1931,3,Y,UB
BRNH532,BRNHRST,181,3,Y,DB
BRNSSDG,BRNSTLT,35,?,?,[1]
HAMDLUL,BRNSTLT,270,?,?,[1]
BRNTFHH,BRNTDS,4274,?,N,OO
BRNTGBF,BRNTDS,181,?,N,U&DB
BRNTGBF,BRNTDS,181,?,N,[2]
BRNTGLC,BRNTDS,50,?,N,U&DB
STHATC,BRNTDS,4324,N,N,OO
CLDHMLJ,BRNWJBP,805,O,Y,UL
NAIRN,BRODIE,9757,N,Y,ML
NWHYTHE,BROKGTS,804,?,N,OO
MEND,BROMBLT,800,?,?,WB-2
WHAMLT,BROMBLT,1400,?,?,EB
ANGRGBR,BRONLPT,50,?,N,OO
BRORALC,BRORA,342,N,Y,OO
BRORDLC,BRORA,1247,N,Y,ML
DNROBIN,BRORALC,6618,N,Y,ML
HELMSDL,BRORDLC,16295,N,Y,ML
DALRY,BROWDPL,1609,O,Y,DPL
BROWDPL,BROWNHJ,281,O,Y,DPL
BROWNCE,BROWNHJ,50,?,N,
GLGN,BROWNHJ,2092,O,Y,UML
BROWNHJ,BROWUPL,281,O,Y,UPL
DALRYRH,BROWUPL,402,?,N,OO
BROXBNR,BROXBRN,50,N,N,OO
BROXDPL,BROXBRN,500,O,Y,DPL
BROXS14,BROXBRN,201,?,?,UPL
BROXS31,BROXBRN,957,?,?,ML
BROXBNJ,BROXCGB,482,O,Y,OO
BROXBRN,BROXDPL,50,O,Y,DC
BROXDPL,BROXDSG,579,?,?,SDG
BROXGBF,BROXDSG,50,?,N,OO
BROXBRN,BROXS14,201,?,?,OO
BROXBNJ,BROXS53,402,?,?,UC
GIRV26,BRRHL,19437,N,Y,OO
OLDFLDP,BRSS175,954,?,?,DM
BRSTLTM,BRSS533,382,N,N,UGL
YATES,BRST568,100,?,?,C2
BRSTPWY,BRST579,0,N,Y,_UB
NSMRSTJ,BRSTEDT,0,?,?,W
BRSTLBH,BRSTHLS,680,N,N,LL
BRSTLEJ,BRSTLBH,40,?,N,[1]
BRSTLBH,BRSTLCW,20,?,?,[1]
DRDAYSJ,BRSTLCW,402,?,N,SDG
BRSTEDT,BRSTLED,0,?,?,E
NSMRSTJ,BRSTLED,805,?,N,W
BRSTKFL,BRSTLEJ,321,?,?,OO
BRSTLTM,BRSTLEJ,583,N,Y,RL
BRSTLTM,BRSTLEJ,583,N,Y,DFM
BRSTLTM,BRSTLEJ,583,N,Y,DM
NSMRSTJ,BRSTLEJ,643,N,Y,UM
BRSTLEJ,BRSTLKR,323,?,N,OO
BRSTHLS,BRSTLTM,57,?,N,OO
BRSTLEJ,BRSTLTM,583,N,Y,UFM
BRSTLEJ,BRSTLTM,583,N,Y,UM
BRSTLWJ,BRSTLTM,544,N,Y,DT
BRSTLWJ,BRSTLTM,544,N,Y,P15
BRSTLWJ,BRSTLTM,544,N,Y,DM
BRSTPL2,BRSTLTM,50,N,N,GL2
BRSTPL2,BRSTLTM,50,N,N,GL
BDMNSTR,BRSTLWJ,1287,N,N,CL
BDMNSTR,BRSTLWJ,1287,N,Y,DM
BRSS533,BRSTLWJ,162,N,N,UGL
BRSTLTM,BRSTLWJ,544,N,Y,UT
BRSTLTM,BRSTLWJ,544,N,Y,UM
STPHFHH,BRSTLWJ,1086,?,N,GL
BRST579,BRSTPWY,0,N,Y,_UB
BRSTPUS,BRSTPWY,225,N,?,#NAME?
STKG589,BRSTPWY,47,N,Y,DF
STKGFHH,BRSTPWY,1,?,?,[1]
STKGIEP,BRSTPWY,74,?,N,S
WSTLGHJ,BRSTPWY,7443,N,Y,_OO
BRSTLKR,BRSTSTE,200,?,N,OO
BRTDGBF,BRTDRCB,150,?,N,OO
TRFDFLF,BRTDRCB,100,?,N,OO
TRFDGBR,BRTDRCB,1784,?,N,OO
TYNE176,BRTLYJN,323,?,?,DUS
PORTOBL,BRUSTAN,837,O,Y,OO
REST403,BRWCKGL,4405,O,Y,DML
BRWCKGL,BRWCNDS,67,?,N,OO
BRWHBNJ,BRWHBEJ,402,?,N,[1]
BRWHGLJ,BRWHBNJ,200,?,N,TDD
BRWHBNJ,BRWHBWJ,683,?,N,[1]
BRWHBNJ,BRWHGLJ,200,?,N,[1]
BRWNHLS,BRWNASG,1409,O,N,
LAWRNGF,BRWRRTS,985,N,N,OO
BSAUKLD,BSAUWEA,556,?,?,[1]
BSAUWCP,BSAUWEA,16495,?,?,[1]
BSBYJDG,BSBYJN,10,?,N,GL
BSCTULP,BSCTESD,110,?,N,
NEWTNJ,BSCTESD,692,?,N,
BSCTTMD,BSCTHS,402,?,N,SDG
NEWTNJ,BSCTHS,1206,?,?,OO
BSCTSTA,BSCTJN,342,?,N,GL
BSCTTMD,BSCTJN,402,?,N,WSA
BSCTUDG,BSCTJN,33,?,N,UDG
BSCTYD,BSCTJN,804,?,N,OO
BSCTUDG,BSCTSTA,309,?,N,UDG
BSCTULP,BSCTSTA,502,?,?,
BSCTHS,BSCTTMD,402,?,N,OO
BSCTJN,BSCTTMD,402,?,N,SDG
NEWTNJ,BSCTYD,1207,?,N,OO
CDDR,BSHB,1931,O,Y,UEG
CWLRSEJ,BSHB,1721,O,Y,DEG
BSHPSFD,BSHPSCH,160,?,N,OO
BSHPSCS,BSHPSFD,611,?,?,[1]
BSHPSFY,BSHPSFD,2301,?,N,OO
BSHPSUL,BSHPSFD,482,?,?,UPL
BSHPSCH,BSHPSFY,740,?,?,[1]
BSHPSCS,BSHPSUL,224,?,?,[1]
BSNGSTK,BSNG109,1512,3,Y,UFL
BSNGBME,BSNGSBM,50,?,N,OO
BSNGSTK,BSNGSBM,402,?,N,OO
BSNGSTK,BSNGSDR,70,3,Y,OO
BSNGSTK,BSNGSDR,70,3,Y,_OO
BSNGSTK,BSNGSNY,200,?,N,[1]
BSNG105,BSNGSTK,1287,3,Y,UFL
BSNG106,BSNGSTK,1448,3,Y,USL
BSNGDES,BSNGSTK,5,?,N,
BSNGSUR,BSNGSTK,34,?,N,OO
BSNGW36,BSNGSTK,643,N,Y,OO
BSNGW34,BSNGW36,0,?,?,OO
BSPSGBR,BSPSLYD,7,?,?,WSR
BSTEDMS,BSTED02,97,N,Y,DM
BSTED48,BSTED19,97,N,Y,UM
BSTEDMS,BSTED50,49,N,Y,
BSTEDMS,BSTEDGL,160,N,N,OO
BSTEFHH,BSTEDMR,10,N,N,OO
BSTED19,BSTEDMS,300,N,Y,OO
BSTEDMR,BSTEDMS,220,N,Y,OO
BSTETAR,BSTEFHH,10,N,N,OO
BTCHUCE,BTCHWTH,50,?,N,OO
BTHGMAT,BTHG031,101,O,Y,DM
BTHGTC,BTHGATE,804,?,N,SDG
CRMNDNJ,BTHGEJ,1000,O,Y,DM
BTHGATE,BTHGMAT,1106,O,Y,DM
BTHGCSD,BTHGMAT,20,?,N,ESDG
BTHGCSD,BTHGMAT,20,?,N,WSDG
BTHGMAT,BTHGTC,302,?,N,SDG
BATHSPA,BTHMPTJ,3620,N,Y,DM
THNGLYJ,BTHMPTJ,13498,N,Y,UM
BTHNLGR,BTHNLGW,322,O,Y,DEL
BTNUNNJ,BTNUNMD,901,N,N,OO
BTNUNMD,BTNUNSJ,901,N,N,OO
BTNUNNJ,BTNUNSJ,1811,N,Y,UM
MILLRJ,BTSD174,867,?,?,LP
BTSDSJN,BTSDLOP,804,N,N,UESD
ATTRMGS,BTSDN2R,20,?,?,[1]
BTSD174,BTSDSJN,500,?,?,LP
MILLRJ,BTSDSJN,1367,N,N,UDG
WNCOJN,BTSDSJN,926,N,Y,SL
GNBAEWS,BUGLE,704,?,?,OO
BSTWDPJ,BULWELL,1947,N,Y,ML
BULWELL,BULWLSJ,177,N,Y,OO
CHPWKSC,BURES,5471,N,Y,OO
HASOCKS,BURGESH,3316,3,Y,DML
KEYMERJ,BURGESH,1014,3,Y,UML
BURNLYC,BURNLYB,946,N,Y,U&DC
BRIERFL,BURNLYC,3460,N,Y,U&DC
BURTNOT,BURT146,487,N,N,UTG
BURTWJN,BURT172,50,N,N,OO
BURTNMH,BURTNEY,1,N,N,SDG
BURTNWY,BURTNEY,20,N,N,OO
BURTTML,BURTNEY,1200,N,N,OO
BURT146,BURTNLJ,116,N,N,UTG
BURHGBJ,BURTNMH,700,N,N,OO
BURTNEY,BURTNMH,1,N,N,WL
BURTNEY,BURTNMH,1,N,N,EL
BURTNLJ,BURTNOT,603,N,N,DTG
BURTNMS,BURTNOT,403,N,N,OO
BURT172,BURTWJN,50,N,N,OO
BURTNMH,BURTWJN,1609,N,N,OO
BURTWS,BURTWJN,0,N,N,OO
THAL,BUSBY,1610,N,Y,OO
BUTRFHH,BUTRDCR,10,?,?,SDG
BUTROCT,BUTRDCR,50,?,?,[1]
BUTRWLJ,BUTRDCR,965,?,N,SGL
BUTRGBF,BUTRFHH,2,?,?,[1]
BUTRDCR,BUTROCT,830,?,N,[2]
BUTRGBF,BUTROCT,50,?,?,[1]
BUXTON,BUXTNO1,382,N,Y,ML
BUXTURS,BUXTNO1,563,N,N,SL2
HNDL,BUXTNO1,7846,N,N,OO
TOPLYPK,BUXTNO1,4788,N,N,GL
BUXTNO1,BUXTON,382,N,Y,OO
BUXTNO1,BUXTURS,563,N,N,SL1
BWEL726,BWELFHH,197,N,N,OO
BWELDBS,BWELFHH,500,N,N,OO
BWEL726,BWELLSJ,200,N,N,OO
BWEL727,BWELLSJ,100,N,N,OO
BWELFHH,BWELLSJ,100,N,N,UDBS
GALASLS,BWLDJN,5511,N,Y,DB
DUBBSJ,BYREHJ,966,O,N,OO
CDDR,CADDER,65,?,N,SDG
BARRDCG,CADOB9,25,?,N,DRL
CADOB9,CADOXTN,137,?,N,DRL
CALAFT,CALAFCR,0,?,Y,OO
MRSLSTC,CALAFCR,1100000,?,?,DF
AVIGCMT,CALAFT,1000000,?,Y,OO
AVIGVIL,CALAFT,1000000,?,Y,OO
BORGSTM,CALAFT,1000000,?,Y,OO
BRUXMID,CALAFT,200000,?,?,OO
CALAFGB,CALAFT,0,?,?,[1]
CALAFGV,CALAFT,0,?,Y,OO
CHUNCTR,CALAFT,51000,?,Y,UPC
HONDEGM,CALAFT,70000,?,Y,OO
LILLE,CALAFT,100000,?,Y,OO
MARNELV,CALAFT,300000,?,Y,OO
PARISND,CALAFT,300000,?,Y,OO
BEREALS,CALSTCK,2716,N,Y,OO
CALVNGF,CALVERT,0,?,?,OO
QUNTRD,CALVERT,8107,N,Y,
CALVERT,CALVFHH,50,N,N,OO
CALVGBR,CALVFHH,50,N,N,[1]
CALVERT,CALVGBR,13,N,N,[1]
CALVFHH,CALVGBR,50,N,N,[2]
CYDNJN,CALVNGF,1149,N,N,OO
CAMBDSJ,CAMB147,321,O,Y,SL
CAMBDSJ,CAMB149,321,O,Y,DML
CAMBDGE,CAMB164,0,O,Y,DTL
CAMBDGE,CAMB177,0,O,Y,DTL
CLDHMLJ,CAMB708,1108,O,Y,DML
CAMBDGE,CAMBDCS,482,?,?,[1]
CAMBDGE,CAMBDCS,482,?,?,OO
CLDHMLJ,CAMBDCS,1589,?,?,[4]
CLDHMLJ,CAMBDCS,1589,?,?,[2]
CLDHMLJ,CAMBDCS,1589,?,?,[3]
CAMB164,CAMBDGE,0,O,Y,DML
CAMB177,CAMBDGE,0,O,Y,DTL
CAMB708,CAMBDGE,0,O,Y,DML
CAMBDHS,CAMBDGE,337,O,N,OO
CAMBDSJ,CAMBDGE,483,?,?,UML
CAMBREC,CAMBDGE,74,O,Y,DMV
CAMBTGB,CAMBDGE,58,O,Y,[1]
CAMBDCS,CAMBDNJ,1360,?,?,[2]
CAMBDGE,CAMBDNJ,948,O,Y,UML
CAMB647,CAMBDSJ,0,O,Y,N
CAMBDGE,CAMBDSJ,483,?,?,_ML
CAMBDGE,CAMBDSJ,483,O,Y,DSL
CAMBDGE,CAMBGTC,765,O,Y,UMV
CESTRNJ,CAMBNTH,437,O,Y,GL
CESTRTJ,CAMBNTH,32,O,Y,UL
CAMBGTC,CAMBREC,2,O,Y,DMV
CAMBYFL,CAMBREC,5,N,Y,[1]
CAMBREC,CAMBTGB,2,O,?,[1]
CAMBDGE,CAMBYFL,74,O,Y,[1]
NEWXCSD,CANALJ,300,?,?,WL
NEWXCSD,CANALJ,300,?,?,EL
BORMRKJ,CANONST,765,3,Y,DML
CANONST,CANOSDG,402,?,N,OO
CRDFW,CANT637,0,?,N,E
CRDFW,CANTGBR,250,N,N,
CANTGBR,CANTISK,250,?,?,
CRDFW,CANTISK,500,N,N,
CANTONS,CANTNCS,0,?,N,E
CARD208,CANTNCS,100,?,Y,
PENTCNJ,CANTNCS,252,N,N,
CANTNCS,CANTONS,0,?,N,W
CRDFW,CANTTMD,500,?,N,OO
LCKWBGF,CANTTMD,587,?,N,OO
CUSTWBT,CANWHRF,3262,O,Y,XRE
SPNYGNJ,CANWHRF,2355,O,Y,XRW
LCKWTHJ,CARD036,587,N,Y,UM
CRDFRBJ,CARD208,90,N,N,
CRDFCEN,CARD328,400,N,Y,A
CRDFW,CARD342,0,N,Y,_UR2
CRDFW,CARDBKY,0,?,N,_BYD
CARDFDW,CARDCSS,44,?,N,OO
CARDRFW,CARDCSS,50,?,N,OO
CARDGBF,CARDDOC,1000,?,N,OO
CARDFQS,CARDFBR,1730,N,Y,OO
CARDDOC,CARDFDW,50,?,N,OO
CRDFE,CARDFQS,885,N,Y,DB
CARDFTS,CARDFTA,60,?,N,UTS
SPLOTJ,CARDFTA,255,?,N,OO
CARDGBR,CARDFTS,0,?,N,DTS
CARDGBR,CARDFTS,0,?,N,UTS
CARDFTA,CARDGBR,60,?,N,DTS
PENGAMJ,CARDGBR,2012,?,N,UTS
SPLOTJ,CARDRFW,50,?,N,OO
CARLCJN,CARL335,624,O,Y,DML
CARLCLR,CARLBRU,578,?,N,OO
CARLILY,CARLBRU,2957,?,N,OO
CARL465,CARLCJN,1609,?,N,GL
KGMRDRS,CARLCJN,711,?,N,GL
KGMRSRR,CARLCLR,417,?,N,OO
CARLWRD,CARLCUR,0,N,N,OO
CARL335,CARLILE,442,O,Y,DML
CARLHWS,CARLILE,500,?,N,OO
CARLNEC,CARLILE,800,?,N,OO
CARLYDL,CARLILY,50,?,N,GL
KGMRDDS,CARLILY,865,?,N,Depart
KGMRVQ,CARLILY,450,?,N,OO
CARLLRJ,CARLLR,90,N,Y,_OO
CARLILE,CARLLRJ,744,N,Y,OO
CARLUJN,CARLUBJ,885,?,?,DGL
CARLUJN,CARLUBJ,885,?,?,DTG
CARLUTG,CARLUES,80,?,N,OO
CARLLRJ,CARLUJN,684,?,N,OO
CARLUBJ,CARLUJN,885,O,N,UTG
CARLUES,CARLUJN,80,?,N,OO
CARLAME,CARLYDL,50,?,N,GL
STFDCJ,CARPNRC,161,O,Y,AL
CARPNRC,CARPSJN,443,O,Y,OO
STFD259,CARPSJN,211,O,Y,DBL
STFDCJ,CARPSJN,261,O,Y,DM
AVIEMRE,CARRBDG,10461,N,Y,OO
CARRCE,CARRBDG,18,?,N,OO
NWTP,CARSWS,9112,N,Y,U&D
CAS5209,CASTLFD,13,?,?,OO
CATE361,CATERHM,302,3,Y,UCL
CATECHS,CATERHM,50,?,N,OO
PLNEJT,CBOMJN,1167,N,N,UDG
WTRORWJ,CBOMJN,1589,N,Y,UDS
WHIMPLE,CBRK,5198,N,Y,OO
CCARY,CCARCE,564,?,?,[1]
INNERWK,CCBNPH,2742,O,Y,DML
CCKNYRD,CCKN833,100,?,N,OO
CCKNFHH,CCKNYRD,0,?,N,N
CCKNFHH,CCKNYRD,0,?,N,S
CCKNZPS,CCKNYRD,330,?,N,W
CCKNYRD,CCKNZPS,330,?,N,E
KGPK,CCRTEJN,240,O,Y,UK
CDCOT,CDCOCGF,1589,N,Y,DM
